dad mom 1930, cosine similarity=0.00
frost cold 1940, cosine similarity=0.33
frost cold 1950, cosine similarity=0.27
frost cold 1960, cosine similarity=0.24
frost cold 1970, cosine similarity=0.26
frost cold 1980, cosine similarity=0.26

frost snow 1930, cosine similarity=0.45
frost snow 1940, cosine similarity=0.39
frost snow 1950, cosine similarity=0.40
frost snow 1960, cosine similarity=0.46
frost snow 1970, cosine similarity=0.41
frost snow 1980, cosine similarity=0.39

frost bite 1930, cosine similarity=0.24
frost bite 1940, cosine similarity=0.22
frost bite 1950, cosine similarity=0.22
frost bite 1960, cosine similarity=0.21
frost bite 1970, cosine similarity=0.23
frost bite 1980, cosine similarity=0.14

frost ice 1930, cosine similarity=0.32
frost ice 1940, cosine similarity=0.32
frost ice 1950, cosine similarity=0.25
frost ice 1960, cosine similarity=0.26
frost ice 1970, cosine similarity=0.21
frost ice 1980, cosine similarity=0.22

frost jack 1930, cosine similarity=0.12
frost jack 1940, cosine similarity=0.14
frost jack 1950, cosine similarity=0.09
frost jack 1960, cosine similarity=0.11
frost jack 1970, cosine similarity=0.14
frost jack 1980, cosine similarity=0.20

frost fall 1930, cosine similarity=0.18
frost fall 1940, cosine similarity=0.22
frost fall 1950, cosine similarity=0.20
frost fall 1960, cosine similarity=0.16
frost fall 1970, cosine similarity=0.20
frost fall 1980, cosine similarity=0.14

frost white 1930, cosine similarity=0.13
frost white 1940, cosine similarity=0.15
frost white 1950, cosine similarity=0.12
frost white 1960, cosine similarity=0.10
frost white 1970, cosine similarity=0.08
frost white 1980, cosine similarity=0.05

frosted flakes 1930, cosine similarity=0.00
frosted flakes 1940, cosine similarity=0.00
frosted flakes 1950, cosine similarity=0.00
frosted flakes 1960, cosine similarity=0.34
frosted flakes 1970, cosine similarity=0.36
frosted flakes 1980, cosine similarity=0.30

frosted cold 1930, cosine similarity=0.00
frosted cold 1940, cosine similarity=0.00
frosted cold 1950, cosine similarity=0.00
frosted cold 1960, cosine similarity=0.28
frosted cold 1970, cosine similarity=0.15
frosted cold 1980, cosine similarity=0.16

frosted snow 1930, cosine similarity=0.00
frosted snow 1940, cosine similarity=0.00
frosted snow 1950, cosine similarity=0.00
frosted snow 1960, cosine similarity=0.30
frosted snow 1970, cosine similarity=0.24
frosted snow 1980, cosine similarity=0.28

frosted cake 1930, cosine similarity=0.00
frosted cake 1940, cosine similarity=0.00
frosted cake 1950, cosine similarity=0.00
frosted cake 1960, cosine similarity=0.39
frosted cake 1970, cosine similarity=0.22
frosted cake 1980, cosine similarity=0.29

frosted ice 1930, cosine similarity=0.00
frosted ice 1940, cosine similarity=0.00
frosted ice 1950, cosine similarity=0.00
frosted ice 1960, cosine similarity=0.31
frosted ice 1970, cosine similarity=0.18
frosted ice 1980, cosine similarity=0.22

frosted sugar 1930, cosine similarity=0.00
frosted sugar 1940, cosine similarity=0.00
frosted sugar 1950, cosine similarity=0.00
frosted sugar 1960, cosine similarity=0.12
frosted sugar 1970, cosine similarity=0.14
frosted sugar 1980, cosine similarity=0.14

frosted cereal 1930, cosine similarity=0.00
frosted cereal 1940, cosine similarity=0.00
frosted cereal 1950, cosine similarity=0.00
frosted cereal 1960, cosine similarity=0.25
frosted cereal 1970, cosine similarity=0.13
frosted cereal 1980, cosine similarity=0.17

frosted covered 1930, cosine similarity=0.00
frosted covered 1940, cosine similarity=0.00
frosted covered 1950, cosine similarity=0.00
frosted covered 1960, cosine similarity=0.33
frosted covered 1970, cosine similarity=0.22
frosted covered 1980, cosine similarity=0.17

frosted icing 1930, cosine similarity=0.00
frosted icing 1940, cosine similarity=0.00
frosted icing 1950, cosine similarity=0.00
frosted icing 1960, cosine similarity=0.45
frosted icing 1970, cosine similarity=0.30
frosted icing 1980, cosine similarity=0.25

frosted white 1930, cosine similarity=0.00
frosted white 1940, cosine similarity=0.00
frosted white 1950, cosine similarity=0.00
frosted white 1960, cosine similarity=0.23
frosted white 1970, cosine similarity=0.17
frosted white 1980, cosine similarity=0.20

frosted frozen 1930, cosine similarity=0.00
frosted frozen 1940, cosine similarity=0.00
frosted frozen 1950, cosine similarity=0.00
frosted frozen 1960, cosine similarity=0.25
frosted frozen 1970, cosine similarity=0.23
frosted frozen 1980, cosine similarity=0.21

frosted mug 1930, cosine similarity=0.00
frosted mug 1940, cosine similarity=0.00
frosted mug 1950, cosine similarity=0.00
frosted mug 1960, cosine similarity=0.37
frosted mug 1970, cosine similarity=0.20
frosted mug 1980, cosine similarity=0.33

frosted doughnut 1930, cosine similarity=0.00
frosted doughnut 1940, cosine similarity=0.00
frosted doughnut 1950, cosine similarity=0.00
frosted doughnut 1960, cosine similarity=0.60
frosted doughnut 1970, cosine similarity=0.47
frosted doughnut 1980, cosine similarity=0.33

frosted wheat 1930, cosine similarity=0.00
frosted wheat 1940, cosine similarity=0.00
frosted wheat 1950, cosine similarity=0.00
frosted wheat 1960, cosine similarity=0.07
frosted wheat 1970, cosine similarity=0.16
frosted wheat 1980, cosine similarity=0.19

frosting cake 1930, cosine similarity=0.00
frosting cake 1940, cosine similarity=0.00
frosting cake 1950, cosine similarity=0.00
frosting cake 1960, cosine similarity=0.00
frosting cake 1970, cosine similarity=0.50
frosting cake 1980, cosine similarity=0.57

frosting icing 1930, cosine similarity=0.00
frosting icing 1940, cosine similarity=0.00
frosting icing 1950, cosine similarity=0.00
frosting icing 1960, cosine similarity=0.00
frosting icing 1970, cosine similarity=0.48
frosting icing 1980, cosine similarity=0.24

frosting sweet 1930, cosine similarity=0.00
frosting sweet 1940, cosine similarity=0.00
frosting sweet 1950, cosine similarity=0.00
frosting sweet 1960, cosine similarity=0.00
frosting sweet 1970, cosine similarity=0.21
frosting sweet 1980, cosine similarity=0.19

frosting chocolate 1930, cosine similarity=0.00
frosting chocolate 1940, cosine similarity=0.00
frosting chocolate 1950, cosine similarity=0.00
frosting chocolate 1960, cosine similarity=0.00
frosting chocolate 1970, cosine similarity=0.43
frosting chocolate 1980, cosine similarity=0.45

frosting cold 1930, cosine similarity=0.00
frosting cold 1940, cosine similarity=0.00
frosting cold 1950, cosine similarity=0.00
frosting cold 1960, cosine similarity=0.00
frosting cold 1970, cosine similarity=0.10
frosting cold 1980, cosine similarity=0.24

frosting snow 1930, cosine similarity=0.00
frosting snow 1940, cosine similarity=0.00
frosting snow 1950, cosine similarity=0.00
frosting snow 1960, cosine similarity=0.00
frosting snow 1970, cosine similarity=0.16
frosting snow 1980, cosine similarity=0.23

frosting hair 1930, cosine similarity=0.00
frosting hair 1940, cosine similarity=0.00
frosting hair 1950, cosine similarity=0.00
frosting hair 1960, cosine similarity=0.00
frosting hair 1970, cosine similarity=0.15
frosting hair 1980, cosine similarity=0.20

frown smile 1930, cosine similarity=0.50
frown smile 1940, cosine similarity=0.51
frown smile 1950, cosine similarity=0.43
frown smile 1960, cosine similarity=0.46
frown smile 1970, cosine similarity=0.49
frown smile 1980, cosine similarity=0.49

frown sad 1930, cosine similarity=0.32
frown sad 1940, cosine similarity=0.17
frown sad 1950, cosine similarity=0.26
frown sad 1960, cosine similarity=0.30
frown sad 1970, cosine similarity=0.20
frown sad 1980, cosine similarity=0.18

frown mad 1930, cosine similarity=0.08
frown mad 1940, cosine similarity=0.15
frown mad 1950, cosine similarity=0.17
frown mad 1960, cosine similarity=0.14
frown mad 1970, cosine similarity=0.18
frown mad 1980, cosine similarity=0.10

frown cry 1930, cosine similarity=0.14
frown cry 1940, cosine similarity=0.16
frown cry 1950, cosine similarity=0.27
frown cry 1960, cosine similarity=0.17
frown cry 1970, cosine similarity=0.21
frown cry 1980, cosine similarity=0.17

frown face 1930, cosine similarity=0.41
frown face 1940, cosine similarity=0.35
frown face 1950, cosine similarity=0.45
frown face 1960, cosine similarity=0.40
frown face 1970, cosine similarity=0.42
frown face 1980, cosine similarity=0.42

frown clown 1930, cosine similarity=0.18
frown clown 1940, cosine similarity=0.21
frown clown 1950, cosine similarity=0.23
frown clown 1960, cosine similarity=0.04
frown clown 1970, cosine similarity=0.22
frown clown 1980, cosine similarity=0.19

frown wrinkle 1930, cosine similarity=0.26
frown wrinkle 1940, cosine similarity=0.10
frown wrinkle 1950, cosine similarity=0.18
frown wrinkle 1960, cosine similarity=0.13
frown wrinkle 1970, cosine similarity=0.35
frown wrinkle 1980, cosine similarity=0.22

frown angry 1930, cosine similarity=0.29
frown angry 1940, cosine similarity=0.28
frown angry 1950, cosine similarity=0.39
frown angry 1960, cosine similarity=0.31
frown angry 1970, cosine similarity=0.27
frown angry 1980, cosine similarity=0.28

frown forehead 1930, cosine similarity=0.43
frown forehead 1940, cosine similarity=0.41
frown forehead 1950, cosine similarity=0.42
frown forehead 1960, cosine similarity=0.41
frown forehead 1970, cosine similarity=0.42
frown forehead 1980, cosine similarity=0.49

frown sigh 1930, cosine similarity=0.33
frown sigh 1940, cosine similarity=0.29
frown sigh 1950, cosine similarity=0.30
frown sigh 1960, cosine similarity=0.29
frown sigh 1970, cosine similarity=0.34
frown sigh 1980, cosine similarity=0.32

frown upset 1930, cosine similarity=0.09
frown upset 1940, cosine similarity=0.10
frown upset 1950, cosine similarity=0.09
frown upset 1960, cosine similarity=0.12
frown upset 1970, cosine similarity=0.12
frown upset 1980, cosine similarity=0.13

frozen cold 1930, cosine similarity=0.36
frozen cold 1940, cosine similarity=0.36
frozen cold 1950, cosine similarity=0.35
frozen cold 1960, cosine similarity=0.33
frozen cold 1970, cosine similarity=0.29
frozen cold 1980, cosine similarity=0.28

frozen yogurt 1930, cosine similarity=0.00
frozen yogurt 1940, cosine similarity=0.00
frozen yogurt 1950, cosine similarity=0.00
frozen yogurt 1960, cosine similarity=0.00
frozen yogurt 1970, cosine similarity=0.28
frozen yogurt 1980, cosine similarity=0.32

frozen ice 1930, cosine similarity=0.48
frozen ice 1940, cosine similarity=0.47
frozen ice 1950, cosine similarity=0.44
frozen ice 1960, cosine similarity=0.45
frozen ice 1970, cosine similarity=0.48
frozen ice 1980, cosine similarity=0.45

frozen food 1930, cosine similarity=0.15
frozen food 1940, cosine similarity=0.20
frozen food 1950, cosine similarity=0.24
frozen food 1960, cosine similarity=0.17
frozen food 1970, cosine similarity=0.10
frozen food 1980, cosine similarity=0.11

frozen thaw 1930, cosine similarity=0.28
frozen thaw 1940, cosine similarity=0.27
frozen thaw 1950, cosine similarity=0.18
frozen thaw 1960, cosine similarity=0.18
frozen thaw 1970, cosine similarity=0.27
frozen thaw 1980, cosine similarity=0.26

frozen ice cream 1930, cosine similarity=0.00
frozen ice cream 1940, cosine similarity=0.00
frozen ice cream 1950, cosine similarity=0.00
frozen ice cream 1960, cosine similarity=0.00
frozen ice cream 1970, cosine similarity=0.00
frozen ice cream 1980, cosine similarity=0.00

frozen dinner 1930, cosine similarity=0.09
frozen dinner 1940, cosine similarity=0.04
frozen dinner 1950, cosine similarity=0.03
frozen dinner 1960, cosine similarity=0.06
frozen dinner 1970, cosine similarity=0.10
frozen dinner 1980, cosine similarity=0.11

frozen freeze 1930, cosine similarity=0.36
frozen freeze 1940, cosine similarity=0.41
frozen freeze 1950, cosine similarity=0.36
frozen freeze 1960, cosine similarity=0.41
frozen freeze 1970, cosine similarity=0.45
frozen freeze 1980, cosine similarity=0.41

frozen melt 1930, cosine similarity=0.26
frozen melt 1940, cosine similarity=0.29
frozen melt 1950, cosine similarity=0.23
frozen melt 1960, cosine similarity=0.32
frozen melt 1970, cosine similarity=0.21
frozen melt 1980, cosine similarity=0.22

frozen solid 1930, cosine similarity=0.21
frozen solid 1940, cosine similarity=0.23
frozen solid 1950, cosine similarity=0.24
frozen solid 1960, cosine similarity=0.18
frozen solid 1970, cosine similarity=0.22
frozen solid 1980, cosine similarity=0.21

frozen defrost 1930, cosine similarity=0.00
frozen defrost 1940, cosine similarity=0.00
frozen defrost 1950, cosine similarity=0.00
frozen defrost 1960, cosine similarity=0.00
frozen defrost 1970, cosine similarity=0.00
frozen defrost 1980, cosine similarity=0.00

frozen hard 1930, cosine similarity=0.21
frozen hard 1940, cosine similarity=0.21
frozen hard 1950, cosine similarity=0.24
frozen hard 1960, cosine similarity=0.19
frozen hard 1970, cosine similarity=0.20
frozen hard 1980, cosine similarity=0.18

frozen snow 1930, cosine similarity=0.48
frozen snow 1940, cosine similarity=0.36
frozen snow 1950, cosine similarity=0.35
frozen snow 1960, cosine similarity=0.39
frozen snow 1970, cosine similarity=0.33
frozen snow 1980, cosine similarity=0.32

fruit apple 1930, cosine similarity=0.44
fruit apple 1940, cosine similarity=0.45
fruit apple 1950, cosine similarity=0.49
fruit apple 1960, cosine similarity=0.46
fruit apple 1970, cosine similarity=0.43
fruit apple 1980, cosine similarity=0.33

fruit orange 1930, cosine similarity=0.25
fruit orange 1940, cosine similarity=0.24
fruit orange 1950, cosine similarity=0.25
fruit orange 1960, cosine similarity=0.24
fruit orange 1970, cosine similarity=0.27
fruit orange 1980, cosine similarity=0.26

fruit vegetables 1930, cosine similarity=0.57
fruit vegetables 1940, cosine similarity=0.56
fruit vegetables 1950, cosine similarity=0.55
fruit vegetables 1960, cosine similarity=0.57
fruit vegetables 1970, cosine similarity=0.57
fruit vegetables 1980, cosine similarity=0.50

fruit banana 1930, cosine similarity=0.37
fruit banana 1940, cosine similarity=0.36
fruit banana 1950, cosine similarity=0.31
fruit banana 1960, cosine similarity=0.40
fruit banana 1970, cosine similarity=0.39
fruit banana 1980, cosine similarity=0.33

fruit cake 1930, cosine similarity=0.25
fruit cake 1940, cosine similarity=0.29
fruit cake 1950, cosine similarity=0.31
fruit cake 1960, cosine similarity=0.29
fruit cake 1970, cosine similarity=0.23
fruit cake 1980, cosine similarity=0.28

fruit sweet 1930, cosine similarity=0.27
fruit sweet 1940, cosine similarity=0.31
fruit sweet 1950, cosine similarity=0.26
fruit sweet 1960, cosine similarity=0.34
fruit sweet 1970, cosine similarity=0.31
fruit sweet 1980, cosine similarity=0.33

fruit cup 1930, cosine similarity=0.21
fruit cup 1940, cosine similarity=0.23
fruit cup 1950, cosine similarity=0.22
fruit cup 1960, cosine similarity=0.26
fruit cup 1970, cosine similarity=0.22
