a b 1930, cosine similarity=0.16
bored dull 1940, cosine similarity=0.26
bored dull 1950, cosine similarity=0.23
bored dull 1960, cosine similarity=0.31
bored dull 1970, cosine similarity=0.38
bored dull 1980, cosine similarity=0.43

bored excited 1930, cosine similarity=0.18
bored excited 1940, cosine similarity=0.22
bored excited 1950, cosine similarity=0.20
bored excited 1960, cosine similarity=0.21
bored excited 1970, cosine similarity=0.23
bored excited 1980, cosine similarity=0.22

bored stiff 1930, cosine similarity=0.25
bored stiff 1940, cosine similarity=0.22
bored stiff 1950, cosine similarity=0.22
bored stiff 1960, cosine similarity=0.23
bored stiff 1970, cosine similarity=0.24
bored stiff 1980, cosine similarity=0.28

bored nothing 1930, cosine similarity=0.17
bored nothing 1940, cosine similarity=0.08
bored nothing 1950, cosine similarity=0.23
bored nothing 1960, cosine similarity=0.16
bored nothing 1970, cosine similarity=0.25
bored nothing 1980, cosine similarity=0.17

bored sad 1930, cosine similarity=0.22
bored sad 1940, cosine similarity=0.25
bored sad 1950, cosine similarity=0.21
bored sad 1960, cosine similarity=0.26
bored sad 1970, cosine similarity=0.26
bored sad 1980, cosine similarity=0.27

bored unhappy 1930, cosine similarity=0.21
bored unhappy 1940, cosine similarity=0.24
bored unhappy 1950, cosine similarity=0.33
bored unhappy 1960, cosine similarity=0.35
bored unhappy 1970, cosine similarity=0.37
bored unhappy 1980, cosine similarity=0.32

bored alone 1930, cosine similarity=-0.04
bored alone 1940, cosine similarity=0.03
bored alone 1950, cosine similarity=0.00
bored alone 1960, cosine similarity=0.05
bored alone 1970, cosine similarity=0.09
bored alone 1980, cosine similarity=0.12

bored yawn 1930, cosine similarity=0.11
bored yawn 1940, cosine similarity=0.07
bored yawn 1950, cosine similarity=0.15
bored yawn 1960, cosine similarity=0.19
bored yawn 1970, cosine similarity=0.15
bored yawn 1980, cosine similarity=0.23

bored depressed 1930, cosine similarity=0.29
bored depressed 1940, cosine similarity=0.23
bored depressed 1950, cosine similarity=0.20
bored depressed 1960, cosine similarity=0.32
bored depressed 1970, cosine similarity=0.28
bored depressed 1980, cosine similarity=0.29

bored home 1930, cosine similarity=0.04
bored home 1940, cosine similarity=-0.00
bored home 1950, cosine similarity=0.15
bored home 1960, cosine similarity=0.09
bored home 1970, cosine similarity=0.12
bored home 1980, cosine similarity=0.16

bored lazy 1930, cosine similarity=0.24
bored lazy 1940, cosine similarity=0.20
bored lazy 1950, cosine similarity=0.20
bored lazy 1960, cosine similarity=0.31
bored lazy 1970, cosine similarity=0.32
bored lazy 1980, cosine similarity=0.30

bored me 1930, cosine similarity=0.17
bored me 1940, cosine similarity=0.16
bored me 1950, cosine similarity=0.20
bored me 1960, cosine similarity=0.24
bored me 1970, cosine similarity=0.25
bored me 1980, cosine similarity=0.21

bored school 1930, cosine similarity=-0.03
bored school 1940, cosine similarity=0.09
bored school 1950, cosine similarity=-0.01
bored school 1960, cosine similarity=0.06
bored school 1970, cosine similarity=0.07
bored school 1980, cosine similarity=0.09

bored sleep 1930, cosine similarity=0.08
bored sleep 1940, cosine similarity=0.12
bored sleep 1950, cosine similarity=0.21
bored sleep 1960, cosine similarity=0.18
bored sleep 1970, cosine similarity=0.14
bored sleep 1980, cosine similarity=0.13

boring dull 1930, cosine similarity=0.19
boring dull 1940, cosine similarity=0.27
boring dull 1950, cosine similarity=0.32
boring dull 1960, cosine similarity=0.27
boring dull 1970, cosine similarity=0.31
boring dull 1980, cosine similarity=0.36

boring class 1930, cosine similarity=-0.09
boring class 1940, cosine similarity=-0.04
boring class 1950, cosine similarity=-0.06
boring class 1960, cosine similarity=-0.04
boring class 1970, cosine similarity=-0.05
boring class 1980, cosine similarity=-0.03

boring exciting 1930, cosine similarity=0.05
boring exciting 1940, cosine similarity=-0.01
boring exciting 1950, cosine similarity=0.03
boring exciting 1960, cosine similarity=0.10
boring exciting 1970, cosine similarity=0.15
boring exciting 1980, cosine similarity=0.16

boring sleepy 1930, cosine similarity=0.23
boring sleepy 1940, cosine similarity=0.07
boring sleepy 1950, cosine similarity=0.16
boring sleepy 1960, cosine similarity=0.14
boring sleepy 1970, cosine similarity=0.11
boring sleepy 1980, cosine similarity=0.07

boring fun 1930, cosine similarity=0.05
boring fun 1940, cosine similarity=0.09
boring fun 1950, cosine similarity=0.02
boring fun 1960, cosine similarity=0.01
boring fun 1970, cosine similarity=0.20
boring fun 1980, cosine similarity=0.21

boring tired 1930, cosine similarity=0.14
boring tired 1940, cosine similarity=0.10
boring tired 1950, cosine similarity=0.13
boring tired 1960, cosine similarity=0.05
boring tired 1970, cosine similarity=0.18
boring tired 1980, cosine similarity=0.20

boring interesting 1930, cosine similarity=-0.03
boring interesting 1940, cosine similarity=0.02
boring interesting 1950, cosine similarity=-0.03
boring interesting 1960, cosine similarity=0.03
boring interesting 1970, cosine similarity=0.13
boring interesting 1980, cosine similarity=0.10

boring lazy 1930, cosine similarity=0.11
boring lazy 1940, cosine similarity=0.03
boring lazy 1950, cosine similarity=0.04
boring lazy 1960, cosine similarity=0.15
boring lazy 1970, cosine similarity=0.17
boring lazy 1980, cosine similarity=0.22

boring uninteresting 1930, cosine similarity=0.17
boring uninteresting 1940, cosine similarity=0.08
boring uninteresting 1950, cosine similarity=0.15
boring uninteresting 1960, cosine similarity=0.22
boring uninteresting 1970, cosine similarity=0.21
boring uninteresting 1980, cosine similarity=0.19

boring lecture 1930, cosine similarity=0.04
boring lecture 1940, cosine similarity=-0.00
boring lecture 1950, cosine similarity=0.02
boring lecture 1960, cosine similarity=0.01
boring lecture 1970, cosine similarity=-0.03
boring lecture 1980, cosine similarity=-0.01

boring math 1930, cosine similarity=0.00
boring math 1940, cosine similarity=-0.03
boring math 1950, cosine similarity=0.03
boring math 1960, cosine similarity=0.01
boring math 1970, cosine similarity=-0.02
boring math 1980, cosine similarity=0.02

boring school 1930, cosine similarity=0.00
boring school 1940, cosine similarity=0.08
boring school 1950, cosine similarity=-0.07
boring school 1960, cosine similarity=-0.07
boring school 1970, cosine similarity=-0.04
boring school 1980, cosine similarity=-0.00

boring yawn 1930, cosine similarity=0.15
boring yawn 1940, cosine similarity=-0.01
boring yawn 1950, cosine similarity=0.17
boring yawn 1960, cosine similarity=0.08
boring yawn 1970, cosine similarity=0.12
boring yawn 1980, cosine similarity=0.10

boring bland 1930, cosine similarity=0.04
boring bland 1940, cosine similarity=-0.03
boring bland 1950, cosine similarity=-0.00
boring bland 1960, cosine similarity=0.01
boring bland 1970, cosine similarity=0.11
boring bland 1980, cosine similarity=0.08

boring dead 1930, cosine similarity=-0.03
boring dead 1940, cosine similarity=0.05
boring dead 1950, cosine similarity=0.07
boring dead 1960, cosine similarity=0.02
boring dead 1970, cosine similarity=0.06
boring dead 1980, cosine similarity=0.07

boring repetitive 1930, cosine similarity=0.00
boring repetitive 1940, cosine similarity=0.00
boring repetitive 1950, cosine similarity=0.15
boring repetitive 1960, cosine similarity=0.19
boring repetitive 1970, cosine similarity=0.32
boring repetitive 1980, cosine similarity=0.27

borrow lend 1930, cosine similarity=0.40
borrow lend 1940, cosine similarity=0.35
borrow lend 1950, cosine similarity=0.38
borrow lend 1960, cosine similarity=0.40
borrow lend 1970, cosine similarity=0.39
borrow lend 1980, cosine similarity=0.43

borrow steal 1930, cosine similarity=0.32
borrow steal 1940, cosine similarity=0.36
borrow steal 1950, cosine similarity=0.40
borrow steal 1960, cosine similarity=0.35
borrow steal 1970, cosine similarity=0.33
borrow steal 1980, cosine similarity=0.35

borrow take 1930, cosine similarity=0.14
borrow take 1940, cosine similarity=0.15
borrow take 1950, cosine similarity=0.18
borrow take 1960, cosine similarity=0.14
borrow take 1970, cosine similarity=0.16
borrow take 1980, cosine similarity=0.24

borrow money 1930, cosine similarity=0.44
borrow money 1940, cosine similarity=0.51
borrow money 1950, cosine similarity=0.47
borrow money 1960, cosine similarity=0.50
borrow money 1970, cosine similarity=0.50
borrow money 1980, cosine similarity=0.50

borrow loan 1930, cosine similarity=0.42
borrow loan 1940, cosine similarity=0.44
borrow loan 1950, cosine similarity=0.40
borrow loan 1960, cosine similarity=0.40
borrow loan 1970, cosine similarity=0.44
borrow loan 1980, cosine similarity=0.42

borrow return 1930, cosine similarity=0.11
borrow return 1940, cosine similarity=0.17
borrow return 1950, cosine similarity=0.09
borrow return 1960, cosine similarity=0.19
borrow return 1970, cosine similarity=0.15
borrow return 1980, cosine similarity=0.19

borrow use 1930, cosine similarity=0.19
borrow use 1940, cosine similarity=0.24
borrow use 1950, cosine similarity=0.19
borrow use 1960, cosine similarity=0.20
borrow use 1970, cosine similarity=0.17
borrow use 1980, cosine similarity=0.20

borrow dig 1930, cosine similarity=0.13
borrow dig 1940, cosine similarity=0.24
borrow dig 1950, cosine similarity=0.16
borrow dig 1960, cosine similarity=0.19
borrow dig 1970, cosine similarity=0.12
borrow dig 1980, cosine similarity=0.08

borrow give 1930, cosine similarity=0.21
borrow give 1940, cosine similarity=0.14
borrow give 1950, cosine similarity=0.18
borrow give 1960, cosine similarity=0.17
borrow give 1970, cosine similarity=0.23
borrow give 1980, cosine similarity=0.18

borrow keep 1930, cosine similarity=0.14
borrow keep 1940, cosine similarity=0.11
borrow keep 1950, cosine similarity=0.11
borrow keep 1960, cosine similarity=0.19
borrow keep 1970, cosine similarity=0.13
borrow keep 1980, cosine similarity=0.15

borrow owe 1930, cosine similarity=0.25
borrow owe 1940, cosine similarity=0.20
borrow owe 1950, cosine similarity=0.13
borrow owe 1960, cosine similarity=0.18
borrow owe 1970, cosine similarity=0.18
borrow owe 1980, cosine similarity=0.20

borrow rent 1930, cosine similarity=0.19
borrow rent 1940, cosine similarity=0.21
borrow rent 1950, cosine similarity=0.16
borrow rent 1960, cosine similarity=0.29
borrow rent 1970, cosine similarity=0.27
borrow rent 1980, cosine similarity=0.32

boss employee 1930, cosine similarity=0.10
boss employee 1940, cosine similarity=0.03
boss employee 1950, cosine similarity=0.09
boss employee 1960, cosine similarity=0.15
boss employee 1970, cosine similarity=0.20
boss employee 1980, cosine similarity=0.17

boss employer 1930, cosine similarity=0.13
boss employer 1940, cosine similarity=0.10
boss employer 1950, cosine similarity=0.12
boss employer 1960, cosine similarity=0.15
boss employer 1970, cosine similarity=0.13
boss employer 1980, cosine similarity=0.13

boss man 1930, cosine similarity=0.21
boss man 1940, cosine similarity=0.21
boss man 1950, cosine similarity=0.15
boss man 1960, cosine similarity=0.20
boss man 1970, cosine similarity=0.21
boss man 1980, cosine similarity=0.19

boss job 1930, cosine similarity=0.33
boss job 1940, cosine similarity=0.32
boss job 1950, cosine similarity=0.31
boss job 1960, cosine similarity=0.26
boss job 1970, cosine similarity=0.29
boss job 1980, cosine similarity=0.30

boss manager 1930, cosine similarity=0.21
boss manager 1940, cosine similarity=0.29
boss manager 1950, cosine similarity=0.29
boss manager 1960, cosine similarity=0.37
boss manager 1970, cosine similarity=0.39
boss manager 1980, cosine similarity=0.35

boss work 1930, cosine similarity=0.11
boss work 1940, cosine similarity=0.11
boss work 1950, cosine similarity=0.02
boss work 1960, cosine similarity=0.12
boss work 1970, cosine similarity=0.17
boss work 1980, cosine similarity=0.13

boss chief 1930, cosine similarity=0.10
boss chief 1940, cosine similarity=0.15
boss chief 1950, cosine similarity=0.13
boss chief 1960, cosine similarity=0.15
boss chief 1970, cosine similarity=0.12
boss chief 1980, cosine similarity=0.16

boss head 1930, cosine similarity=0.20
boss head 1940, cosine similarity=0.19
boss head 1950, cosine similarity=0.15
boss head 1960, cosine similarity=0.11
boss head 1970, cosine similarity=0.06
boss head 1980, cosine similarity=0.19

boss authority 1930, cosine similarity=0.04
boss authority 1940, cosine similarity=0.15
boss authority 1950, cosine similarity=0.05
boss authority 1960, cosine similarity=0.11
boss authority 1970, cosine similarity=0.16
boss authority 1980, cosine similarity=0.14

boss superior 1930, cosine similarity=0.02
boss superior 1940, cosine similarity=0.01
boss superior 1950, cosine similarity=0.04
boss superior 1960, cosine similarity=0.08
boss superior 1970, cosine similarity=0.08
boss superior 1980, cosine similarity=0.07

boss mean 1930, cosine similarity=0.06
boss mean 1940, cosine similarity=0.08
boss mean 1950, cosine similarity=0.15
boss mean 1960, cosine similarity=0.11
boss mean 1970, cosine similarity=0.07
boss mean 1980, cosine similarity=0.15

boss secretary 1930, cosine similarity=0.17
boss secretary 1940, cosine similarity=0.21
boss secretary 1950, cosine similarity=0.18
boss secretary 1960, cosine similarity=0.23
boss secretary 1970, cosine similarity=0.24
boss secretary 1980, cosine similarity=0.22

boss worker 1930, cosine similarity=0.19
boss worker 1940, cosine similarity=0.22
boss worker 1950, cosine similarity=0.23
boss worker 1960, cosine similarity=0.26
boss worker 1970, cosine similarity=0.31
boss worker 1980, cosine similarity=0.26

boss command 1930, cosine similarity=0.06
boss command 1940, cosine similarity=0.06
boss command 1950, cosine similarity=0.08
boss command 1960, cosine similarity=0.02
boss command 1970, cosine similarity=0.01
boss command 1980, cosine similarity=0.02

boss executive 1930, cosine similarity=0.19
boss executive 1940, cosine similarity=0.22
boss executive 1950, cosine similarity=0.17
boss executive 1960, cosine similarity=0.19
boss executive 1970, cosine similarity=0.22
boss executive 1980, cosine similarity=0.24

boss leader 1930, cosine similarity=0.28
boss leader 1940, cosine similarity=0.23
boss leader 1950, cosine similarity=0.24
boss leader 1960, cosine similarity=0.25
boss leader 1970, cosine similarity=0.26
boss leader 1980, cosine similarity=0.21

boss overseer 1930, cosine similarity=0.16
boss overseer 1940, cosine similarity=0.14
boss overseer 1950, cosine similarity=0.17
boss overseer 1960, cosine similarity=0.16
boss overseer 1970, cosine similarity=0.15
boss overseer 1980, cosine similarity=0.09

boss supervisor 1930, cosine similarity=0.17
boss supervisor 1940, cosine similarity=0.24
boss supervisor 1950, cosine similarity=0.28
boss supervisor 1960, cosine similarity=0.31
boss supervisor 1970, cosine similarity=0.37
boss supervisor 1980, cosine similarity=0.40

boss wife 1930, cosine similarity=0.23
