tab soda 1930, cosine similarity=0.00
voodoo witch doctor 1950, cosine similarity=0.00
voodoo witch doctor 1960, cosine similarity=0.00
voodoo witch doctor 1970, cosine similarity=0.00
voodoo witch doctor 1980, cosine similarity=0.00

vote elect 1930, cosine similarity=0.32
vote elect 1940, cosine similarity=0.37
vote elect 1950, cosine similarity=0.36
vote elect 1960, cosine similarity=0.35
vote elect 1970, cosine similarity=0.39
vote elect 1980, cosine similarity=0.35

vote election 1930, cosine similarity=0.48
vote election 1940, cosine similarity=0.46
vote election 1950, cosine similarity=0.47
vote election 1960, cosine similarity=0.42
vote election 1970, cosine similarity=0.48
vote election 1980, cosine similarity=0.46

vote president 1930, cosine similarity=0.27
vote president 1940, cosine similarity=0.26
vote president 1950, cosine similarity=0.24
vote president 1960, cosine similarity=0.30
vote president 1970, cosine similarity=0.23
vote president 1980, cosine similarity=0.27

vote ballot 1930, cosine similarity=0.44
vote ballot 1940, cosine similarity=0.44
vote ballot 1950, cosine similarity=0.45
vote ballot 1960, cosine similarity=0.46
vote ballot 1970, cosine similarity=0.47
vote ballot 1980, cosine similarity=0.53

vote choose 1930, cosine similarity=0.21
vote choose 1940, cosine similarity=0.20
vote choose 1950, cosine similarity=0.21
vote choose 1960, cosine similarity=0.20
vote choose 1970, cosine similarity=0.23
vote choose 1980, cosine similarity=0.16

vote politics 1930, cosine similarity=0.03
vote politics 1940, cosine similarity=0.03
vote politics 1950, cosine similarity=0.06
vote politics 1960, cosine similarity=0.07
vote politics 1970, cosine similarity=0.04
vote politics 1980, cosine similarity=0.00

vote eighteen 1930, cosine similarity=0.09
vote eighteen 1940, cosine similarity=0.07
vote eighteen 1950, cosine similarity=0.10
vote eighteen 1960, cosine similarity=0.14
vote eighteen 1970, cosine similarity=0.15
vote eighteen 1980, cosine similarity=0.16

vote decide 1930, cosine similarity=0.26
vote decide 1940, cosine similarity=0.28
vote decide 1950, cosine similarity=0.25
vote decide 1960, cosine similarity=0.28
vote decide 1970, cosine similarity=0.28
vote decide 1980, cosine similarity=0.22

vote register 1930, cosine similarity=0.18
vote register 1940, cosine similarity=0.20
vote register 1950, cosine similarity=0.20
vote register 1960, cosine similarity=0.21
vote register 1970, cosine similarity=0.21
vote register 1980, cosine similarity=0.16

vote tally 1930, cosine similarity=0.03
vote tally 1940, cosine similarity=0.04
vote tally 1950, cosine similarity=0.01
vote tally 1960, cosine similarity=-0.06
vote tally 1970, cosine similarity=0.01
vote tally 1980, cosine similarity=0.09

vote campaign 1930, cosine similarity=0.17
vote campaign 1940, cosine similarity=0.12
vote campaign 1950, cosine similarity=0.19
vote campaign 1960, cosine similarity=0.15
vote campaign 1970, cosine similarity=0.15
vote campaign 1980, cosine similarity=0.16

vote opinion 1930, cosine similarity=0.13
vote opinion 1940, cosine similarity=0.17
vote opinion 1950, cosine similarity=0.19
vote opinion 1960, cosine similarity=0.17
vote opinion 1970, cosine similarity=0.18
vote opinion 1980, cosine similarity=0.24

vote win 1930, cosine similarity=0.22
vote win 1940, cosine similarity=0.20
vote win 1950, cosine similarity=0.27
vote win 1960, cosine similarity=0.29
vote win 1970, cosine similarity=0.28
vote win 1980, cosine similarity=0.32

vote booth 1930, cosine similarity=0.11
vote booth 1940, cosine similarity=0.05
vote booth 1950, cosine similarity=0.12
vote booth 1960, cosine similarity=0.17
vote booth 1970, cosine similarity=0.07
vote booth 1980, cosine similarity=0.14

vote candidate 1930, cosine similarity=0.40
vote candidate 1940, cosine similarity=0.43
vote candidate 1950, cosine similarity=0.42
vote candidate 1960, cosine similarity=0.44
vote candidate 1970, cosine similarity=0.43
vote candidate 1980, cosine similarity=0.38

vote government 1930, cosine similarity=0.15
vote government 1940, cosine similarity=0.11
vote government 1950, cosine similarity=0.20
vote government 1960, cosine similarity=0.09
vote government 1970, cosine similarity=0.13
vote government 1980, cosine similarity=0.13

vote no 1930, cosine similarity=0.11
vote no 1940, cosine similarity=0.15
vote no 1950, cosine similarity=0.12
vote no 1960, cosine similarity=0.12
vote no 1970, cosine similarity=0.17
vote no 1980, cosine similarity=0.20

vote politician 1930, cosine similarity=0.12
vote politician 1940, cosine similarity=0.07
vote politician 1950, cosine similarity=0.08
vote politician 1960, cosine similarity=0.09
vote politician 1970, cosine similarity=0.07
vote politician 1980, cosine similarity=0.05

vote poll 1930, cosine similarity=0.31
vote poll 1940, cosine similarity=0.32
vote poll 1950, cosine similarity=0.33
vote poll 1960, cosine similarity=0.32
vote poll 1970, cosine similarity=0.36
vote poll 1980, cosine similarity=0.29

vote responsibility 1930, cosine similarity=0.05
vote responsibility 1940, cosine similarity=0.09
vote responsibility 1950, cosine similarity=0.02
vote responsibility 1960, cosine similarity=0.04
vote responsibility 1970, cosine similarity=0.05
vote responsibility 1980, cosine similarity=0.03

vote select 1930, cosine similarity=0.17
vote select 1940, cosine similarity=0.15
vote select 1950, cosine similarity=0.13
vote select 1960, cosine similarity=0.10
vote select 1970, cosine similarity=0.15
vote select 1980, cosine similarity=0.10

vow promise 1930, cosine similarity=0.44
vow promise 1940, cosine similarity=0.40
vow promise 1950, cosine similarity=0.44
vow promise 1960, cosine similarity=0.36
vow promise 1970, cosine similarity=0.28
vow promise 1980, cosine similarity=0.37

vow marriage 1930, cosine similarity=0.26
vow marriage 1940, cosine similarity=0.26
vow marriage 1950, cosine similarity=0.29
vow marriage 1960, cosine similarity=0.24
vow marriage 1970, cosine similarity=0.18
vow marriage 1980, cosine similarity=0.21

vow wedding 1930, cosine similarity=0.17
vow wedding 1940, cosine similarity=0.18
vow wedding 1950, cosine similarity=0.23
vow wedding 1960, cosine similarity=0.17
vow wedding 1970, cosine similarity=0.16
vow wedding 1980, cosine similarity=0.16

vow swear 1930, cosine similarity=0.33
vow swear 1940, cosine similarity=0.36
vow swear 1950, cosine similarity=0.35
vow swear 1960, cosine similarity=0.37
vow swear 1970, cosine similarity=0.36
vow swear 1980, cosine similarity=0.42

vow oath 1930, cosine similarity=0.39
vow oath 1940, cosine similarity=0.37
vow oath 1950, cosine similarity=0.42
vow oath 1960, cosine similarity=0.39
vow oath 1970, cosine similarity=0.35
vow oath 1980, cosine similarity=0.42

vow pledge 1930, cosine similarity=0.36
vow pledge 1940, cosine similarity=0.35
vow pledge 1950, cosine similarity=0.37
vow pledge 1960, cosine similarity=0.37
vow pledge 1970, cosine similarity=0.40
vow pledge 1980, cosine similarity=0.38

voyage trip 1930, cosine similarity=0.49
voyage trip 1940, cosine similarity=0.52
voyage trip 1950, cosine similarity=0.46
voyage trip 1960, cosine similarity=0.47
voyage trip 1970, cosine similarity=0.50
voyage trip 1980, cosine similarity=0.42

voyage ship 1930, cosine similarity=0.38
voyage ship 1940, cosine similarity=0.33
voyage ship 1950, cosine similarity=0.40
voyage ship 1960, cosine similarity=0.41
voyage ship 1970, cosine similarity=0.42
voyage ship 1980, cosine similarity=0.36

voyage journey 1930, cosine similarity=0.58
voyage journey 1940, cosine similarity=0.60
voyage journey 1950, cosine similarity=0.56
voyage journey 1960, cosine similarity=0.58
voyage journey 1970, cosine similarity=0.62
voyage journey 1980, cosine similarity=0.55

voyage boat 1930, cosine similarity=0.28
voyage boat 1940, cosine similarity=0.31
voyage boat 1950, cosine similarity=0.27
voyage boat 1960, cosine similarity=0.26
voyage boat 1970, cosine similarity=0.24
voyage boat 1980, cosine similarity=0.27

voyage travel 1930, cosine similarity=0.29
voyage travel 1940, cosine similarity=0.27
voyage travel 1950, cosine similarity=0.27
voyage travel 1960, cosine similarity=0.24
voyage travel 1970, cosine similarity=0.28
voyage travel 1980, cosine similarity=0.31

voyage cruise 1930, cosine similarity=0.54
voyage cruise 1940, cosine similarity=0.48
voyage cruise 1950, cosine similarity=0.41
voyage cruise 1960, cosine similarity=0.42
voyage cruise 1970, cosine similarity=0.40
voyage cruise 1980, cosine similarity=0.28

voyage bon voyage 1930, cosine similarity=0.00
voyage bon voyage 1940, cosine similarity=0.00
voyage bon voyage 1950, cosine similarity=0.00
voyage bon voyage 1960, cosine similarity=0.00
voyage bon voyage 1970, cosine similarity=0.00
voyage bon voyage 1980, cosine similarity=0.00

voyage adventure 1930, cosine similarity=0.35
voyage adventure 1940, cosine similarity=0.39
voyage adventure 1950, cosine similarity=0.36
voyage adventure 1960, cosine similarity=0.34
voyage adventure 1970, cosine similarity=0.45
voyage adventure 1980, cosine similarity=0.38

voyage home 1930, cosine similarity=0.21
voyage home 1940, cosine similarity=0.13
voyage home 1950, cosine similarity=0.13
voyage home 1960, cosine similarity=0.13
voyage home 1970, cosine similarity=0.15
voyage home 1980, cosine similarity=0.11

voyage sail 1930, cosine similarity=0.38
voyage sail 1940, cosine similarity=0.38
voyage sail 1950, cosine similarity=0.39
voyage sail 1960, cosine similarity=0.42
voyage sail 1970, cosine similarity=0.47
voyage sail 1980, cosine similarity=0.41

voyage sea 1930, cosine similarity=0.26
voyage sea 1940, cosine similarity=0.23
voyage sea 1950, cosine similarity=0.28
voyage sea 1960, cosine similarity=0.22
voyage sea 1970, cosine similarity=0.31
voyage sea 1980, cosine similarity=0.30

vulgar rude 1930, cosine similarity=0.31
vulgar rude 1940, cosine similarity=0.33
vulgar rude 1950, cosine similarity=0.39
vulgar rude 1960, cosine similarity=0.36
vulgar rude 1970, cosine similarity=0.43
vulgar rude 1980, cosine similarity=0.38

vulgar language 1930, cosine similarity=0.30
vulgar language 1940, cosine similarity=0.26
vulgar language 1950, cosine similarity=0.33
vulgar language 1960, cosine similarity=0.27
vulgar language 1970, cosine similarity=0.24
vulgar language 1980, cosine similarity=0.21

vulgar nasty 1930, cosine similarity=0.28
vulgar nasty 1940, cosine similarity=0.29
vulgar nasty 1950, cosine similarity=0.20
vulgar nasty 1960, cosine similarity=0.24
vulgar nasty 1970, cosine similarity=0.22
vulgar nasty 1980, cosine similarity=0.17

vulgar bad 1930, cosine similarity=0.15
vulgar bad 1940, cosine similarity=0.17
vulgar bad 1950, cosine similarity=0.15
vulgar bad 1960, cosine similarity=0.23
vulgar bad 1970, cosine similarity=0.18
vulgar bad 1980, cosine similarity=0.15

vulgar gross 1930, cosine similarity=0.28
vulgar gross 1940, cosine similarity=0.13
vulgar gross 1950, cosine similarity=0.19
vulgar gross 1960, cosine similarity=0.18
vulgar gross 1970, cosine similarity=0.14
vulgar gross 1980, cosine similarity=0.13

vulgar mean 1930, cosine similarity=0.19
vulgar mean 1940, cosine similarity=0.18
vulgar mean 1950, cosine similarity=0.19
vulgar mean 1960, cosine similarity=0.21
vulgar mean 1970, cosine similarity=0.15
vulgar mean 1980, cosine similarity=0.14

vulgar crude 1930, cosine similarity=0.27
vulgar crude 1940, cosine similarity=0.24
vulgar crude 1950, cosine similarity=0.24
vulgar crude 1960, cosine similarity=0.24
vulgar crude 1970, cosine similarity=0.20
vulgar crude 1980, cosine similarity=0.23

vulgar disgusting 1930, cosine similarity=0.35
vulgar disgusting 1940, cosine similarity=0.37
vulgar disgusting 1950, cosine similarity=0.34
vulgar disgusting 1960, cosine similarity=0.35
vulgar disgusting 1970, cosine similarity=0.29
vulgar disgusting 1980, cosine similarity=0.28

vulgar sick 1930, cosine similarity=-0.02
vulgar sick 1940, cosine similarity=0.02
vulgar sick 1950, cosine similarity=0.04
vulgar sick 1960, cosine similarity=0.07
vulgar sick 1970, cosine similarity=0.05
vulgar sick 1980, cosine similarity=0.01

vulgar dirty 1930, cosine similarity=0.33
vulgar dirty 1940, cosine similarity=0.26
vulgar dirty 1950, cosine similarity=0.22
vulgar dirty 1960, cosine similarity=0.27
vulgar dirty 1970, cosine similarity=0.27
vulgar dirty 1980, cosine similarity=0.26

vulgar ugly 1930, cosine similarity=0.30
vulgar ugly 1940, cosine similarity=0.29
vulgar ugly 1950, cosine similarity=0.31
vulgar ugly 1960, cosine similarity=0.31
vulgar ugly 1970, cosine similarity=0.38
vulgar ugly 1980, cosine similarity=0.32

vulgar profane 1930, cosine similarity=0.38
vulgar profane 1940, cosine similarity=0.36
vulgar profane 1950, cosine similarity=0.40
vulgar profane 1960, cosine similarity=0.40
vulgar profane 1970, cosine similarity=0.35
vulgar profane 1980, cosine similarity=0.33

vulgar distasteful 1930, cosine similarity=0.24
vulgar distasteful 1940, cosine similarity=0.22
vulgar distasteful 1950, cosine similarity=0.16
vulgar distasteful 1960, cosine similarity=0.11
vulgar distasteful 1970, cosine similarity=0.12
vulgar distasteful 1980, cosine similarity=0.17

vulgar foul 1930, cosine similarity=0.27
vulgar foul 1940, cosine similarity=0.35
vulgar foul 1950, cosine similarity=0.30
vulgar foul 1960, cosine similarity=0.31
vulgar foul 1970, cosine similarity=0.30
vulgar foul 1980, cosine similarity=0.28

vulgar mouth 1930, cosine similarity=0.07
vulgar mouth 1940, cosine similarity=-0.00
vulgar mouth 1950, cosine similarity=0.07
vulgar mouth 1960, cosine similarity=0.03
vulgar mouth 1970, cosine similarity=0.04
vulgar mouth 1980, cosine similarity=0.07

vulgar obscene 1930, cosine similarity=0.35
vulgar obscene 1940, cosine similarity=0.26
vulgar obscene 1950, cosine similarity=0.28
vulgar obscene 1960, cosine similarity=0.31
vulgar obscene 1970, cosine similarity=0.30
vulgar obscene 1980, cosine similarity=0.31

vulgar offensive 1930, cosine similarity=0.14
vulgar offensive 1940, cosine similarity=0.13
vulgar offensive 1950, cosine similarity=0.09
vulgar offensive 1960, cosine similarity=0.14
vulgar offensive 1970, cosine similarity=0.11
vulgar offensive 1980, cosine similarity=0.13

vulgar trashy 1930, cosine similarity=0.00
vulgar trashy 1940, cosine similarity=0.00
vulgar trashy 1950, cosine similarity=0.00
vulgar trashy 1960, cosine similarity=0.00
vulgar trashy 1970, cosine similarity=0.00
vulgar trashy 1980, cosine similarity=0.00

vulnerable weak 1930, cosine similarity=0.28
vulnerable weak 1940, cosine similarity=0.26
vulnerable weak 1950, cosine similarity=0.18
vulnerable weak 1960, cosine similarity=0.28
vulnerable weak 1970, cosine similarity=0.33
vulnerable weak 1980, cosine similarity=0.27

vulnerable hurt 1930, cosine similarity=0.17
vulnerable hurt 1940, cosine similarity=0.19
vulnerable hurt 1950, cosine similarity=0.22
vulnerable hurt 1960, cosine similarity=0.24
vulnerable hurt 1970, cosine similarity=0.23
vulnerable hurt 1980, cosine similarity=0.20

vulnerable naive 1930, cosine similarity=0.15
vulnerable naive 1940, cosine similarity=-0.01
vulnerable naive 1950, cosine similarity=0.09
vulnerable naive 1960, cosine similarity=0.06
vulnerable naive 1970, cosine similarity=0.20
vulnerable naive 1980, cosine similarity=0.11

vulnerable scared 1930, cosine similarity=-0.05
vulnerable scared 1940, cosine similarity=-0.02
vulnerable scared 1950, cosine similarity=0.07
