gag choke 1930, cosine similarity=0.18
kleenex tissue 1950, cosine similarity=0.00
kleenex tissue 1960, cosine similarity=0.00
kleenex tissue 1970, cosine similarity=0.00
kleenex tissue 1980, cosine similarity=0.00

kleenex nose 1930, cosine similarity=0.00
kleenex nose 1940, cosine similarity=0.00
kleenex nose 1950, cosine similarity=0.00
kleenex nose 1960, cosine similarity=0.00
kleenex nose 1970, cosine similarity=0.00
kleenex nose 1980, cosine similarity=0.00

kleenex sneeze 1930, cosine similarity=0.00
kleenex sneeze 1940, cosine similarity=0.00
kleenex sneeze 1950, cosine similarity=0.00
kleenex sneeze 1960, cosine similarity=0.00
kleenex sneeze 1970, cosine similarity=0.00
kleenex sneeze 1980, cosine similarity=0.00

kleenex blow 1930, cosine similarity=0.00
kleenex blow 1940, cosine similarity=0.00
kleenex blow 1950, cosine similarity=0.00
kleenex blow 1960, cosine similarity=0.00
kleenex blow 1970, cosine similarity=0.00
kleenex blow 1980, cosine similarity=0.00

kleenex snot 1930, cosine similarity=0.00
kleenex snot 1940, cosine similarity=0.00
kleenex snot 1950, cosine similarity=0.00
kleenex snot 1960, cosine similarity=0.00
kleenex snot 1970, cosine similarity=0.00
kleenex snot 1980, cosine similarity=0.00

kleenex cold 1930, cosine similarity=0.00
kleenex cold 1940, cosine similarity=0.00
kleenex cold 1950, cosine similarity=0.00
kleenex cold 1960, cosine similarity=0.00
kleenex cold 1970, cosine similarity=0.00
kleenex cold 1980, cosine similarity=0.00

kleenex soft 1930, cosine similarity=0.00
kleenex soft 1940, cosine similarity=0.00
kleenex soft 1950, cosine similarity=0.00
kleenex soft 1960, cosine similarity=0.00
kleenex soft 1970, cosine similarity=0.00
kleenex soft 1980, cosine similarity=0.00

kleenex cry 1930, cosine similarity=0.00
kleenex cry 1940, cosine similarity=0.00
kleenex cry 1950, cosine similarity=0.00
kleenex cry 1960, cosine similarity=0.00
kleenex cry 1970, cosine similarity=0.00
kleenex cry 1980, cosine similarity=0.00

kleenex paper 1930, cosine similarity=0.00
kleenex paper 1940, cosine similarity=0.00
kleenex paper 1950, cosine similarity=0.00
kleenex paper 1960, cosine similarity=0.00
kleenex paper 1970, cosine similarity=0.00
kleenex paper 1980, cosine similarity=0.00

kleenex wipe 1930, cosine similarity=0.00
kleenex wipe 1940, cosine similarity=0.00
kleenex wipe 1950, cosine similarity=0.00
kleenex wipe 1960, cosine similarity=0.00
kleenex wipe 1970, cosine similarity=0.00
kleenex wipe 1980, cosine similarity=0.00

kleenex napkin 1930, cosine similarity=0.00
kleenex napkin 1940, cosine similarity=0.00
kleenex napkin 1950, cosine similarity=0.00
kleenex napkin 1960, cosine similarity=0.00
kleenex napkin 1970, cosine similarity=0.00
kleenex napkin 1980, cosine similarity=0.00

kleenex sick 1930, cosine similarity=0.00
kleenex sick 1940, cosine similarity=0.00
kleenex sick 1950, cosine similarity=0.00
kleenex sick 1960, cosine similarity=0.00
kleenex sick 1970, cosine similarity=0.00
kleenex sick 1980, cosine similarity=0.00

knapsack backpack 1930, cosine similarity=0.00
knapsack backpack 1940, cosine similarity=0.00
knapsack backpack 1950, cosine similarity=0.00
knapsack backpack 1960, cosine similarity=0.00
knapsack backpack 1970, cosine similarity=0.00
knapsack backpack 1980, cosine similarity=0.25

knapsack bag 1930, cosine similarity=0.29
knapsack bag 1940, cosine similarity=0.23
knapsack bag 1950, cosine similarity=0.27
knapsack bag 1960, cosine similarity=0.21
knapsack bag 1970, cosine similarity=0.24
knapsack bag 1980, cosine similarity=0.21

knapsack book bag 1930, cosine similarity=0.00
knapsack book bag 1940, cosine similarity=0.00
knapsack book bag 1950, cosine similarity=0.00
knapsack book bag 1960, cosine similarity=0.00
knapsack book bag 1970, cosine similarity=0.00
knapsack book bag 1980, cosine similarity=0.00

knapsack books 1930, cosine similarity=0.10
knapsack books 1940, cosine similarity=0.01
knapsack books 1950, cosine similarity=0.01
knapsack books 1960, cosine similarity=0.01
knapsack books 1970, cosine similarity=-0.00
knapsack books 1980, cosine similarity=-0.04

knapsack camping 1930, cosine similarity=0.07
knapsack camping 1940, cosine similarity=0.08
knapsack camping 1950, cosine similarity=0.04
knapsack camping 1960, cosine similarity=0.12
knapsack camping 1970, cosine similarity=-0.00
knapsack camping 1980, cosine similarity=0.00

knapsack lunch 1930, cosine similarity=0.04
knapsack lunch 1940, cosine similarity=0.09
knapsack lunch 1950, cosine similarity=0.10
knapsack lunch 1960, cosine similarity=0.06
knapsack lunch 1970, cosine similarity=0.03
knapsack lunch 1980, cosine similarity=0.13

knapsack sleeping bag 1930, cosine similarity=0.00
knapsack sleeping bag 1940, cosine similarity=0.00
knapsack sleeping bag 1950, cosine similarity=0.00
knapsack sleeping bag 1960, cosine similarity=0.00
knapsack sleeping bag 1970, cosine similarity=0.00
knapsack sleeping bag 1980, cosine similarity=0.00

knapsack carry 1930, cosine similarity=0.07
knapsack carry 1940, cosine similarity=0.10
knapsack carry 1950, cosine similarity=0.10
knapsack carry 1960, cosine similarity=0.08
knapsack carry 1970, cosine similarity=0.04
knapsack carry 1980, cosine similarity=0.13

knapsack pack 1930, cosine similarity=0.24
knapsack pack 1940, cosine similarity=0.13
knapsack pack 1950, cosine similarity=0.23
knapsack pack 1960, cosine similarity=0.13
knapsack pack 1970, cosine similarity=0.26
knapsack pack 1980, cosine similarity=0.18

knapsack back 1930, cosine similarity=0.19
knapsack back 1940, cosine similarity=0.16
knapsack back 1950, cosine similarity=0.26
knapsack back 1960, cosine similarity=0.22
knapsack back 1970, cosine similarity=0.26
knapsack back 1980, cosine similarity=0.30

knapsack food 1930, cosine similarity=-0.05
knapsack food 1940, cosine similarity=-0.01
knapsack food 1950, cosine similarity=0.02
knapsack food 1960, cosine similarity=-0.00
knapsack food 1970, cosine similarity=0.01
knapsack food 1980, cosine similarity=-0.01

knapsack hiking 1930, cosine similarity=0.10
knapsack hiking 1940, cosine similarity=0.17
knapsack hiking 1950, cosine similarity=0.13
knapsack hiking 1960, cosine similarity=0.15
knapsack hiking 1970, cosine similarity=0.06
knapsack hiking 1980, cosine similarity=0.05

knapsack jansport 1930, cosine similarity=0.00
knapsack jansport 1940, cosine similarity=0.00
knapsack jansport 1950, cosine similarity=0.00
knapsack jansport 1960, cosine similarity=0.00
knapsack jansport 1970, cosine similarity=0.00
knapsack jansport 1980, cosine similarity=0.00

knapsack school 1930, cosine similarity=-0.04
knapsack school 1940, cosine similarity=-0.07
knapsack school 1950, cosine similarity=-0.00
knapsack school 1960, cosine similarity=0.06
knapsack school 1970, cosine similarity=-0.02
knapsack school 1980, cosine similarity=-0.00

knapsack sleep 1930, cosine similarity=0.08
knapsack sleep 1940, cosine similarity=0.12
knapsack sleep 1950, cosine similarity=0.08
knapsack sleep 1960, cosine similarity=0.04
knapsack sleep 1970, cosine similarity=0.06
knapsack sleep 1980, cosine similarity=0.05

knapsack trip 1930, cosine similarity=0.03
knapsack trip 1940, cosine similarity=0.02
knapsack trip 1950, cosine similarity=0.05
knapsack trip 1960, cosine similarity=0.11
knapsack trip 1970, cosine similarity=0.10
knapsack trip 1980, cosine similarity=0.00

knee leg 1930, cosine similarity=0.56
knee leg 1940, cosine similarity=0.53
knee leg 1950, cosine similarity=0.51
knee leg 1960, cosine similarity=0.54
knee leg 1970, cosine similarity=0.52
knee leg 1980, cosine similarity=0.52

knee bend 1930, cosine similarity=0.28
knee bend 1940, cosine similarity=0.34
knee bend 1950, cosine similarity=0.29
knee bend 1960, cosine similarity=0.35
knee bend 1970, cosine similarity=0.34
knee bend 1980, cosine similarity=0.34

knee joint 1930, cosine similarity=0.30
knee joint 1940, cosine similarity=0.25
knee joint 1950, cosine similarity=0.36
knee joint 1960, cosine similarity=0.33
knee joint 1970, cosine similarity=0.37
knee joint 1980, cosine similarity=0.31

knee ankle 1930, cosine similarity=0.58
knee ankle 1940, cosine similarity=0.64
knee ankle 1950, cosine similarity=0.60
knee ankle 1960, cosine similarity=0.69
knee ankle 1970, cosine similarity=0.67
knee ankle 1980, cosine similarity=0.67

knee elbow 1930, cosine similarity=0.52
knee elbow 1940, cosine similarity=0.51
knee elbow 1950, cosine similarity=0.57
knee elbow 1960, cosine similarity=0.59
knee elbow 1970, cosine similarity=0.58
knee elbow 1980, cosine similarity=0.61

knee jerk 1930, cosine similarity=0.36
knee jerk 1940, cosine similarity=0.36
knee jerk 1950, cosine similarity=0.33
knee jerk 1960, cosine similarity=0.39
knee jerk 1970, cosine similarity=0.37
knee jerk 1980, cosine similarity=0.38

knee cap 1930, cosine similarity=0.30
knee cap 1940, cosine similarity=0.27
knee cap 1950, cosine similarity=0.30
knee cap 1960, cosine similarity=0.29
knee cap 1970, cosine similarity=0.23
knee cap 1980, cosine similarity=0.24

knee foot 1930, cosine similarity=0.27
knee foot 1940, cosine similarity=0.35
knee foot 1950, cosine similarity=0.33
knee foot 1960, cosine similarity=0.36
knee foot 1970, cosine similarity=0.40
knee foot 1980, cosine similarity=0.42

knee calf 1930, cosine similarity=0.33
knee calf 1940, cosine similarity=0.32
knee calf 1950, cosine similarity=0.26
knee calf 1960, cosine similarity=0.35
knee calf 1970, cosine similarity=0.26
knee calf 1980, cosine similarity=0.36

knee arm 1930, cosine similarity=0.44
knee arm 1940, cosine similarity=0.36
knee arm 1950, cosine similarity=0.42
knee arm 1960, cosine similarity=0.47
knee arm 1970, cosine similarity=0.38
knee arm 1980, cosine similarity=0.42

knee bone 1930, cosine similarity=0.27
knee bone 1940, cosine similarity=0.31
knee bone 1950, cosine similarity=0.28
knee bone 1960, cosine similarity=0.22
knee bone 1970, cosine similarity=0.28
knee bone 1980, cosine similarity=0.22

knee patella 1930, cosine similarity=0.29
knee patella 1940, cosine similarity=0.28
knee patella 1950, cosine similarity=0.36
knee patella 1960, cosine similarity=0.36
knee patella 1970, cosine similarity=0.34
knee patella 1980, cosine similarity=0.29

knee reflex 1930, cosine similarity=0.22
knee reflex 1940, cosine similarity=0.28
knee reflex 1950, cosine similarity=0.23
knee reflex 1960, cosine similarity=0.26
knee reflex 1970, cosine similarity=0.25
knee reflex 1980, cosine similarity=0.28

knee socks 1930, cosine similarity=0.22
knee socks 1940, cosine similarity=0.30
knee socks 1950, cosine similarity=0.25
knee socks 1960, cosine similarity=0.29
knee socks 1970, cosine similarity=0.27
knee socks 1980, cosine similarity=0.28

kneel knee 1930, cosine similarity=0.28
kneel knee 1940, cosine similarity=0.26
kneel knee 1950, cosine similarity=0.34
kneel knee 1960, cosine similarity=0.31
kneel knee 1970, cosine similarity=0.28
kneel knee 1980, cosine similarity=0.28

kneel stand 1930, cosine similarity=0.24
kneel stand 1940, cosine similarity=0.27
kneel stand 1950, cosine similarity=0.27
kneel stand 1960, cosine similarity=0.23
kneel stand 1970, cosine similarity=0.28
kneel stand 1980, cosine similarity=0.28

kneel pray 1930, cosine similarity=0.46
kneel pray 1940, cosine similarity=0.39
kneel pray 1950, cosine similarity=0.50
kneel pray 1960, cosine similarity=0.40
kneel pray 1970, cosine similarity=0.41
kneel pray 1980, cosine similarity=0.45

kneel church 1930, cosine similarity=0.15
kneel church 1940, cosine similarity=0.12
kneel church 1950, cosine similarity=0.18
kneel church 1960, cosine similarity=0.19
kneel church 1970, cosine similarity=0.15
kneel church 1980, cosine similarity=0.11

kneel bend 1930, cosine similarity=0.17
kneel bend 1940, cosine similarity=0.13
kneel bend 1950, cosine similarity=0.18
kneel bend 1960, cosine similarity=0.21
kneel bend 1970, cosine similarity=0.20
kneel bend 1980, cosine similarity=0.17

kneel sit 1930, cosine similarity=0.36
kneel sit 1940, cosine similarity=0.33
kneel sit 1950, cosine similarity=0.41
kneel sit 1960, cosine similarity=0.35
kneel sit 1970, cosine similarity=0.37
kneel sit 1980, cosine similarity=0.40

kneel down 1930, cosine similarity=0.32
kneel down 1940, cosine similarity=0.26
kneel down 1950, cosine similarity=0.34
kneel down 1960, cosine similarity=0.35
kneel down 1970, cosine similarity=0.32
kneel down 1980, cosine similarity=0.35

kneel bow 1930, cosine similarity=0.28
kneel bow 1940, cosine similarity=0.28
kneel bow 1950, cosine similarity=0.32
kneel bow 1960, cosine similarity=0.31
kneel bow 1970, cosine similarity=0.32
kneel bow 1980, cosine similarity=0.35

kneel beg 1930, cosine similarity=0.31
kneel beg 1940, cosine similarity=0.34
kneel beg 1950, cosine similarity=0.36
kneel beg 1960, cosine similarity=0.26
kneel beg 1970, cosine similarity=0.34
kneel beg 1980, cosine similarity=0.38

kneel squat 1930, cosine similarity=0.18
kneel squat 1940, cosine similarity=0.13
kneel squat 1950, cosine similarity=0.19
kneel squat 1960, cosine similarity=0.12
kneel squat 1970, cosine similarity=0.20
kneel squat 1980, cosine similarity=0.13

kneel stoop 1930, cosine similarity=0.28
kneel stoop 1940, cosine similarity=0.23
kneel stoop 1950, cosine similarity=0.33
kneel stoop 1960, cosine similarity=0.34
kneel stoop 1970, cosine similarity=0.34
kneel stoop 1980, cosine similarity=0.27

kneel lower 1930, cosine similarity=0.01
kneel lower 1940, cosine similarity=-0.01
kneel lower 1950, cosine similarity=0.08
kneel lower 1960, cosine similarity=0.06
kneel lower 1970, cosine similarity=0.01
kneel lower 1980, cosine similarity=0.03

kneel marriage 1930, cosine similarity=0.01
kneel marriage 1940, cosine similarity=0.04
kneel marriage 1950, cosine similarity=0.09
kneel marriage 1960, cosine similarity=0.00
kneel marriage 1970, cosine similarity=0.05
kneel marriage 1980, cosine similarity=0.02

knees legs 1930, cosine similarity=0.53
knees legs 1940, cosine similarity=0.52
knees legs 1950, cosine similarity=0.44
knees legs 1960, cosine similarity=0.51
knees legs 1970, cosine similarity=0.54
knees legs 1980, cosine similarity=0.52

knees elbows 1930, cosine similarity=0.55
knees elbows 1940, cosine similarity=0.54
knees elbows 1950, cosine similarity=0.57
knees elbows 1960, cosine similarity=0.52
knees elbows 1970, cosine similarity=0.56
knees elbows 1980, cosine similarity=0.56

knees bend 1930, cosine similarity=0.29
knees bend 1940, cosine similarity=0.29
knees bend 1950, cosine similarity=0.23
knees bend 1960, cosine similarity=0.33
knees bend 1970, cosine similarity=0.32
knees bend 1980, cosine similarity=0.30

knees ankles 1930, cosine similarity=0.52
knees ankles 1940, cosine similarity=0.51
knees ankles 1950, cosine similarity=0.53
knees ankles 1960, cosine similarity=0.55
knees ankles 1970, cosine similarity=0.58
knees ankles 1980, cosine similarity=0.53

knees joints 1930, cosine similarity=0.27
knees joints 1940, cosine similarity=0.26
knees joints 1950, cosine similarity=0.25
knees joints 1960, cosine similarity=0.30
knees joints 1970, cosine similarity=0.29
knees joints 1980, cosine similarity=0.31

knees bad 1930, cosine similarity=0.01
knees bad 1940, cosine similarity=-0.01
knees bad 1950, cosine similarity=0.00
knees bad 1960, cosine similarity=0.04
knees bad 1970, cosine similarity=0.02
knees bad 1980, cosine similarity=0.03

knees feet 1930, cosine similarity=0.44
knees feet 1940, cosine similarity=0.41
knees feet 1950, cosine similarity=0.45
knees feet 1960, cosine similarity=0.49
knees feet 1970, cosine similarity=0.47
knees feet 1980, cosine similarity=0.44

knees toes 1930, cosine similarity=0.40
knees toes 1940, cosine similarity=0.39
knees toes 1950, cosine similarity=0.41
knees toes 1960, cosine similarity=0.42
knees toes 1970, cosine similarity=0.41
knees toes 1980, cosine similarity=0.42

knees arms 1930, cosine similarity=0.38
knees arms 1940, cosine similarity=0.44
knees arms 1950, cosine similarity=0.44
knees arms 1960, cosine similarity=0.39
knees arms 1970, cosine similarity=0.35
knees arms 1980, cosine similarity=0.40

knees bony 1930, cosine similarity=0.19
knees bony 1940, cosine similarity=0.12
knees bony 1950, cosine similarity=0.11
knees bony 1960, cosine similarity=0.14
knees bony 1970, cosine similarity=0.16
knees bony 1980, cosine similarity=0.16

knees caps 1930, cosine similarity=0.23
